name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,1.86992898286
Hoi An,15.876666666667,108.33527777778,1.78498627226
Giao Thuy,15.84166667,108.1344444,1.28923504277
Ai Nghia,15.88138889,108.1102778,2.08685669376
Cau Lau,15.85805556,108.2733333,1.56413199156
Kham Duc,15.445,107.7936111,1.26027787763
Tra My,15.3372,108.222,0.968165704833
Nong Son,15.7025,108.0341667,1.73057027147
Da Nang,16.03,108.18,1.23893125578
Cam Le,16.01083333,108.2058333,1.249515073
Thanh My,15.766666666667,107.83055555556,0.504025774194
