name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.392443802204
Hoi An,15.876666666667,108.33527777778,-1.65340791165
Giao Thuy,15.84166667,108.1344444,-1.05207684329
Ai Nghia,15.88138889,108.1102778,-0.871041236977
Cau Lau,15.85805556,108.2733333,-1.16781467107
Kham Duc,15.445,107.7936111,-0.164802518821
Tra My,15.3372,108.222,-0.384995145119
Nong Son,15.7025,108.0341667,-0.233508085342
Da Nang,16.03,108.18,-1.61079391849
Cam Le,16.01083333,108.2058333,-1.53426222781
Thanh My,15.766666666667,107.83055555556,-0.714218857266
